Author,Quote,Book,Tags,Rating,Location,Link,Collected,RawSource,Created,id
Derek Sivers,Making a company is a great way to improve the world while improving yourself.,Anything You Want: 40 Lessons for a New Kind of Entrepreneur,,,page 5 location 70-71,,"May 27, 2021 9:05 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Nicholas A. Christakis,"In 1914, seasoned polar explorer Ernest Shackleton is said to have placed an advertisement in a London newspaper: “MEN WANTED for hazardous journey, small wages, bitter cold, long months of complete darkness, constant danger, safe return doubtful, honor and recognition in case of success.”",Blueprint,,,page 68 location 1035-1037,,"January 25, 2021 8:38 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Maria Konnikova,"(David Dunning, a psychologist at the University of Michigan most famous for being one half of the Dunning-Kruger effect—the more incompetent you are, the less you’re aware of your incompetence—has found that people go quickly from being circumspect beginners, who are perfectly aware of their limitations, to “unconscious incompetents,” people who no longer realize how much they don’t know and instead fancy themselves quite proficient.)",The Biggest Bluff,,,page 145 location 2220-2223,,"July 28, 2021 10:04 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Nicholas A. Christakis,"In his essay “The Culture of Liberty,” Peruvian novelist Mario Vargas Llosa notes that people who live in the same place, speak the same language, and practice the same religion obviously have much in common. But he points out that these collective traits do not fully define each individual. Seeing people only as members of groups is, he says, “inherently reductionist and dehumanizing, a collectivist and ideological abstraction of all that is original and creative in the human being, of all that has not been imposed by inheritance, geography, or social pressure.” Real, personal identity, he argues, “springs from the capacity of human beings to resist these influences and counter them with free acts of their own invention.”5",Blueprint,,,page 9 location 133-138,,"January 23, 2021 9:26 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,"Here was a man thought by many to be the greatest living Tai Chi Master in the world, and he patiently taught first-day novices with the same loving attention he gave his senior students.",The Art of Learning,,,page 7 location 95-96,,"April 4, 2021 9:30 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,"In all disciplines, there are times when a performer is ready for action, and times when he or she is soft, in flux, broken-down or in a period of growth. Learners in this phase are inevitably vulnerable. It is important to have perspective on this and allow yourself protected periods for cultivation.",The Art of Learning,,,page 117 location 1787-1789,,"April 13, 2021 9:27 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Derek Sivers,"If you’re not saying, “Hell yeah!” about something, say no. When deciding whether to do something, if you feel anything less than “Wow! That would be amazing! Absolutely! Hell yeah!” then say no.",Anything You Want: 40 Lessons for a New Kind of Entrepreneur,,,page 10 location 151-152,,"May 27, 2021 9:15 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Thich Nhat Hanh,"In Plum Village, where I live in southwest France, we like to use gathas, short practice poems that we recite silently or out loud throughout the day, to help us live deeply every action of our daily life.",Fear: Essential Wisdom for Getting Through the Storm,,,page 9 location 137-138,,"July 31, 2021 5:16 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Nicholas A. Christakis,"Nonetheless, our ability to be charitable to members of our social groups provides us with something very profound: we can see ourselves as all being part of the same group, which means that, in the extreme, we can see that we are all human beings. We can efface the tribalism of small groups and find a kindness for large groups.",Blueprint,,,page 5 location 68-70,,"January 23, 2021 9:18 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Maria Konnikova,W. H. Auden: “Choice of attention—to pay attention to this and ignore that—is to the inner life what choice of action is to the outer. In both cases man is responsible for his choice and must accept the consequences.”,The Biggest Bluff,,,page 129 location 1970-1972,,"July 28, 2021 6:42 AM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Nicholas A. Christakis,Death and grief unite us like nothing else. The universality of death and of our responses to it cannot help but impress human similarity upon any observer.,Blueprint,,,page 8 location 114-115,,"January 23, 2021 9:23 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Maria Konnikova,"“The good thing about poker is there’s enough luck that you never have to admit it’s your fault you lost.”) Attention is a powerful mitigator to overconfidence: it forces you to constantly reevaluate your knowledge and your game plan, lest you become too tied to a certain course of action. And if you lose? Well, it allows you to admit when it’s actually your fault and not a bad beat.",The Biggest Bluff,,,page 133 location 2034-2037,,"July 28, 2021 9:50 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Nicholas A. Christakis,"Groups can have both instrumental leaders, those focused on practical objectives or tasks, and expressive leaders, people who work to build solidarity in the group.",Blueprint,,,page 114 location 1744-1745,,"January 27, 2021 9:19 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Derek Sivers,"The most brilliant idea, with no execution, is worth $20. The most brilliant idea takes great execution to be worth $200,000,000.",Anything You Want: 40 Lessons for a New Kind of Entrepreneur,,,page 15 location 221-222,,"May 27, 2021 9:21 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,"I believe the key is to have prepared in a manner that allows for inspiration, to have laid the foundation for us to create under the wildest pressures we ever imagined.",The Art of Learning,,,page 230 location 3518-3519,,"April 28, 2021 9:16 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,one of the most telling features of a dominant performer is the routine use of recovery periods. Players who are able to relax in brief moments of inactivity are almost always the ones who end up coming through when the game is on the line.,The Art of Learning,,,page 166 location 2543-2545,,"April 19, 2021 9:50 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,"There is no cookie-cutter mold to inspiration. There is, however, a process we can follow to discover our unique path.",The Art of Learning,,,page 194 location 2969-2969,,"April 24, 2021 9:13 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,"this way, adversity becomes a tremendous source of creative inspiration.",The Art of Learning,,,page 133 location 2030-2031,,"April 14, 2021 9:03 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Maria Konnikova,"Because the world is much messier than the poker table, it’s far easier to blame something else. It’s easy to have an illusion of skill when you’re not immediately called out on it through feedback.",The Biggest Bluff,,,page 39 location 585-587,,"July 26, 2021 5:34 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,"When uncomfortable, my instinct is not to avoid the discomfort but to become at peace with it. When",The Art of Learning,,,page 81 location 1228-1229,,"April 5, 2021 9:09 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Derek Sivers,"When you make a company, you make a utopia. It’s where you design your perfect world.",Anything You Want: 40 Lessons for a New Kind of Entrepreneur,,,page 5 location 71-72,,"May 27, 2021 9:05 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Neal Stephenson,"“The user interface is so easy to use, I can’t do anything.”",Seveneves,,,page 204 location 3114-3114,,"February 17, 2021 9:29 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,"When uncomfortable, my instinct is not to avoid the discomfort but to become at peace with",The Art of Learning,,,page 81 location 1228-1229,,"April 5, 2021 9:09 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,William Chen calls this investment in loss . Investment in loss is giving yourself to the learning process.,The Art of Learning,,,page 113 location 1721-1721,,"April 12, 2021 10:01 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
Josh Waitzkin,"When I was twenty-one years old and came back to America, I was more in love with the study of chess than ever. The game had become endlessly fascinating to me, and its implications stretched far beyond winning and losing—I was no longer primarily refining the skill of playing chess, but was discovering myself through chess. I saw the art as a movement closer and closer to an unattainable truth, as if I were traveling through a tunnel that continuously deepened and widened as I progressed. The more I knew about the game, the more I realized how much there was to know. I emerged from each good work session in slightly deeper awe of the mystery of chess, and with a building sense of humility. Increasingly, I felt more tender about my work than fierce. Art was truly becoming for art’s sake.",The Art of Learning,,,page 93 location 1411-1417,,"April 8, 2021 9:35 PM (GMT)",Kindle Import Timestamp 1632010442079,"September 19, 2021 10:20 AM",
